"STATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08","WT11"
"USC00280907","2022-03-28",,,,,"0.00","0.0","0.0",,"44","21","21",,,,,,,,,,,
"USC00280907","2022-03-29",,,,,"0.00","0.0","0.0",,"32","21","23",,,,,,,,,,,
"USC00280907","2022-03-30",,,,,"0.00","0.0","0.0",,"36","23","27",,,,,,,,,,,
"USC00280907","2022-03-31",,,,,"0.00","0.0","0.0",,"44","27","39",,,,,,,,,,,
"USC00280907","2022-04-01",,,,,"0.70","0.0","0.0",,"71","39","49",,,,,,,,,,,
"USC00280907","2022-04-02",,,,,"0.00","0.0","0.0",,"53","37","38",,,,,,,,,,,
"USC00280907","2022-04-03",,,,,"0.00","0.0","0.0",,"51","36","37",,,,,,,,,,,
"USC00280907","2022-04-04",,,,,"0.08","0.0","0.0",,"46","37","38",,,,,,,,,,,
"USC00280907","2022-04-05",,,,,"0.00","0.0","0.0",,"51","35","37",,,,,,,,,,,
"USC00280907","2022-04-06",,,,,"0.34","0.0","0.0",,"57","37","46",,,,,,,,,,,
"USC00280907","2022-04-07",,,,,"0.22","0.0","0.0",,"53","45","45",,,,,,,,,,,
"USC00280907","2022-04-08",,,,,"3.61","0.0","0.0",,"52","43","48",,,,,,,,,,,
"USC00280907","2022-04-09",,,,,"0.16","0.0","0.0",,"61","44","45",,,,,,,,,,,
"USC00280907","2022-04-10",,,,,"0.10","0.0","0.0",,"53","40","42",,,,,,,,,,,
"USC00280907","2022-04-11",,,,,"0.00","0.0","0.0",,"48","37","37",,,,,,,,,,,
"USC00280907","2022-04-12",,,,,"0.00","0.0","0.0",,"61","37","49",,,,,,,,,,,
"USC00280907","2022-04-13",,,,,"0.07","0.0","0.0",,"69","46","48",,,,,,,,,,,
"USC00280907","2022-04-14",,,,,"0.00","0.0","0.0",,"75","48","56",,,,,,,,,,,
"USC00280907","2022-04-15",,,,,"0.21","0.0","0.0",,"82","45","45",,,,,,,,,,,
"USC00280907","2022-04-16",,,,,"0.00","0.0","0.0",,"66","45","54",,,,,,,,,,,
"USC00280907","2022-04-17",,,,,"0.11","0.0","0.0",,"70","39","39",,,,,,,,,,,
"USC00280907","2022-04-18",,,,,"0.00","0.0","0.0",,"49","30","30",,,,,,,,,,,
"USC00280907","2022-04-19",,,,,"1.35","0.0","0.0",,"52","30","40",,,,,,,,,,,
"USC00280907","2022-04-20",,,,,"0.00","0.0","0.0",,"48","39","42",,,,,,,,,,,
"USC00280907","2022-04-21",,,,,"0.00","0.0","0.0",,"57","39","39",,,,,,,,,,,
"USC00280907","2022-04-22",,,,,"0.00","0.0","0.0",,"61","39","44",,,,,,,,,,,
"USC00280907","2022-04-23",,,,,"0.00","0.0","0.0",,"66","43","47",,,,,,,,,,,
"USC00280907","2022-04-24",,,,,"0.00","0.0","0.0",,"64","45","47",,,,,,,,,,,
"USC00280907","2022-04-25",,,,,"0.00","0.0","0.0",,"63","43","43",,,,,,,,,,,
"USC00280907","2022-04-26",,,,,"0.00","0.0","0.0",,"59","43","51",,,,,,,,,,,
"USC00280907","2022-04-27",,,,,"0.05","0.0","0.0",,"62","46","46",,,,,,,,,,,
"USC00280907","2022-04-28",,,,,"0.00","0.0","0.0",,"54","38","38",,,,,,,,,,,
"USC00280907","2022-04-29",,,,,"0.00","0.0","0.0",,"55","38","39",,,,,,,,,,,
"USC00280907","2022-04-30",,,,,"0.00","0.0","0.0",,"61","39","47",,,,,,,,,,,
"USC00280907","2022-05-01",,,,,"0.00","0.0","0.0",,"66","37","52",,,,,,,,,,,
"USC00280907","2022-05-02",,,,,"0.30","0.0","0.0",,"70","51","51",,,,,,,,,,,
"USC00280907","2022-05-03",,,,,"0.00","0.0","0.0",,"56","50","52",,,,,,,,,,,
"USC00280907","2022-05-04",,,,,"0.07","0.0","0.0",,"65","49","49",,,,,,,,,,,
"USC00280907","2022-05-05",,,,,"0.03","0.0","0.0",,"65","49","55",,,,,,,,,,,
"USC00280907","2022-05-06",,,,,"0.00","0.0","0.0",,"73","54","55",,,,,,,,,,,
"USC00280907","2022-05-07",,,,,"1.14","0.0","0.0",,"57","49","50",,,,,,,,,,,
"USC00280907","2022-05-08",,,,,"0.80","0.0","0.0",,"50","41","45",,,,,,,,,,,
"USC00280907","2022-05-09",,,,,"0.00","0.0","0.0",,"60","45","50",,,,,,,,,,,
"USC00280907","2022-05-10",,,,,"0.00","0.0","0.0",,"72","50","51",,,,,,,,,,,
"USC00280907","2022-05-11",,,,,"0.00","0.0","0.0",,"74","48","54",,,,,,,,,,,
"USC00280907","2022-05-12",,,,,"0.00","0.0","0.0",,"78","53","57",,,,,,,,,,,
"USC00280907","2022-05-13",,,,,"0.00","0.0","0.0",,"76","57","61",,,,,,,,,,,
"USC00280907","2022-05-14",,,,,"0.09","0.0","0.0",,"72","60","62",,,,,,,,,,,
"USC00280907","2022-05-15",,,,,"0.53","0.0","0.0",,"72","61","62",,,,,,,,,,,
"USC00280907","2022-05-16",,,,,"0.01","0.0","0.0",,"79","62","63",,,,,,,,,,,
"USC00280907","2022-05-17",,,,,"0.32","0.0","0.0",,"77","50","52",,,,,,,,,,,
"USC00280907","2022-05-18",,,,,"0.00","0.0","0.0",,"76","52","54",,,,,,,,,,,
"USC00280907","2022-05-19",,,,,"0.75","0.0","0.0",,"72","54","54",,,,,,,,,,,
"USC00280907","2022-05-20",,,,,"0.08","0.0","0.0",,"68","53","54",,,,,,,,,,,
"USC00280907","2022-05-21",,,,,"0.12","0.0","0.0",,"74","54","64",,,,,,,,,,,
"USC00280907","2022-05-22",,,,,"0.00","0.0","0.0",,"91","64","71",,,,,,,,,,,
"USC00280907","2022-05-23",,,,,"0.00","0.0","0.0",,"89","58","58",,,,,,,,,,,
"USC00280907","2022-05-24",,,,,"0.00","0.0","0.0",,"74","58","59",,,,,,,,,,,
"USC00280907","2022-05-25",,,,,"0.00","0.0","0.0",,"66","48","49",,,,,,,,,,,
"USC00280907","2022-05-26",,,,,"0.00","0.0","0.0",,"72","49","51",,,,,,,,,,,
"USC00280907","2022-05-27",,,,,"0.00","0.0","0.0",,"70","51","64",,,,,,,,,,,
"USC00280907","2022-05-28",,,,,"0.96","0.0","0.0",,"78","64","66",,,,,,,,,,,
"USC00280907","2022-05-29",,,,,"0.96","0.0","0.0",,"73","55","55",,,,,,,,,,,
"USC00280907","2022-05-30",,,,,"0.00","0.0","0.0",,"78","55","58",,,,,,,,,,,
"USC00280907","2022-05-31",,,,,"0.00","0.0","0.0",,"86","58","73",,,,,,,,,,,
"USC00280907","2022-06-01",,,,,"0.00","0.0","0.0",,"93","59","59",,,,,,,,,,,
"USC00280907","2022-06-02",,,,,"0.83","0.0","0.0",,"73","59","65",,,,,,,,,,,
"USC00280907","2022-06-03",,,,,"0.27","0.0","0.0",,"80","65","66",,,,,,,,,,,
"USC00280907","2022-06-04",,,,,"0.04","0.0","0.0",,"80","54","58",,,,,,,,,,,
"USC00280907","2022-06-05",,,,,"0.00","0.0","0.0",,"80","50","51",,,,,,,,,,,
"USC00280907","2022-06-06",,,,,"0.00","0.0","0.0",,"77","50","53",,,,,,,,,,,
"USC00280907","2022-06-07",,,,,"0.00","0.0","0.0",,"79","51","54",,,,,,,,,,,
"USC00280907","2022-06-08",,,,,"0.08","0.0","0.0",,"78","54","69",,,,,,,,,,,
"USC00280907","2022-06-09",,,,,"0.72","0.0","0.0",,"82","63","71",,,,,,,,,,,
"USC00280907","2022-06-10",,,,,"0.00","0.0","0.0",,"81","60","61",,,,,,,,,,,
"USC00280907","2022-06-11",,,,,"0.00","0.0","0.0",,"78","58","64",,,,,,,,,,,
"USC00280907","2022-06-12",,,,,"0.01","0.0","0.0",,"75","57","61",,,,,,,,,,,
"USC00280907","2022-06-13",,,,,"0.44","0.0","0.0",,"72","61","65",,,,,,,,,,,
"USC00280907","2022-06-14",,,,,"0.00","0.0","0.0",,"86","63","63",,,,,,,,,,,
"USC00280907","2022-06-15",,,,,"0.00","0.0","0.0",,"82","59","61",,,,,,,,,,,
"USC00280907","2022-06-16",,,,,"0.10","0.0","0.0",,"84","61","64",,,,,,,,,,,
"USC00280907","2022-06-17",,,,,"0.51","0.0","0.0",,"75","61","68",,,,,,,,,,,
"USC00280907","2022-06-18",,,,,"0.00","0.0","0.0",,"89","65","65",,,,,,,,,,,
"USC00280907","2022-06-19",,,,,"0.00","0.0","0.0",,"68","50","53",,,,,,,,,,,
"USC00280907","2022-06-20",,,,,"0.00","0.0","0.0",,"71","53","57",,,,,,,,,,,
"USC00280907","2022-06-21",,,,,"0.00","0.0","0.0",,"78","53","55",,,,,,,,,,,
"USC00280907","2022-06-22",,,,,"0.11","0.0","0.0",,"78","55","64",,,,,,,,,,,
"USC00280907","2022-06-23",,,,,"0.14","0.0","0.0",,"66","60","60",,,,,,,,,,,
"USC00280907","2022-06-24",,,,,"0.05","0.0","0.0",,"72","59","61",,,,,,,,,,,
"USC00280907","2022-06-25",,,,,"0.00","0.0","0.0",,"83","60","65",,,,,,,,,,,
"USC00280907","2022-06-26",,,,,"0.00","0.0","0.0",,"89","63","64",,,,,,,,,,,
"USC00280907","2022-06-27",,,,,"0.00","0.0","0.0",,"87","64","72",,,,,,,,,,,
"USC00280907","2022-06-28",,,,,"0.22","0.0","0.0",,"75","63","64",,,,,,,,,,,
"USC00280907","2022-06-29",,,,,"0.00","0.0","0.0",,"77","55","56",,,,,,,,,,,
"USC00280907","2022-06-30",,,,,"0.00","0.0","0.0",,"83","56","62",,,,,,,,,,,
"USC00280907","2022-07-01",,,,,"0.00","0.0","0.0",,"85","61","71",,,,,,,,,,,
"USC00280907","2022-07-02",,,,,"0.14","0.0","0.0",,"90","63","76",,,,,,,,,,,
"USC00280907","2022-07-03",,,,,"0.00","0.0","0.0",,"87","71","73",,,,,,,,,,,
"USC00280907","2022-07-04",,,,,"0.00","0.0","0.0",,"85","55","67",,,,,,,,,,,
"USC00280907","2022-07-05",,,,,"0.00","0.0","0.0",,"84","63","64",,,,,,,,,,,
"USC00280907","2022-07-06",,,,,"0.04","0.0","0.0",,"85","64","73",,,,,,,,,,,
"USC00280907","2022-07-07",,,,,"0.00","0.0","0.0",,"84","70","70",,,,,,,,,,,
"USC00280907","2022-07-08",,,,,"0.00","0.0","0.0",,"82","62","63",,,,,,,,,,,
"USC00280907","2022-07-09",,,,,"0.03","0.0","0.0",,"83","63","67",,,,,,,,,,,
"USC00280907","2022-07-10",,,,,"0.00","0.0","0.0",,"85","61","64",,,,,,,,,,,
"USC00280907","2022-07-11",,,,,"0.00","0.0","0.0",,"83","59","61",,,,,,,,,,,
"USC00280907","2022-07-12",,,,,"0.00","0.0","0.0",,"85","61","67",,,,,,,,,,,
"USC00280907","2022-07-13",,,,,"0.23","0.0","0.0",,"90","67","70",,,,,,,,,,,
"USC00280907","2022-07-14",,,,,"0.00","0.0","0.0",,"89","65","67",,,,,,,,,,,
"USC00280907","2022-07-15",,,,,"0.00","0.0","0.0",,"87","62","63",,,,,,,,,,,
"USC00280907","2022-07-16",,,,,"0.00","0.0","0.0",,"84","62","66",,,,,,,,,,,
"USC00280907","2022-07-17",,,,,"0.12","0.0","0.0",,"85","66","67",,,,,,,,,,,
"USC00280907","2022-07-18",,,,,"0.00","0.0","0.0",,"86","57","72",,,,,,,,,,,
"USC00280907","2022-07-19",,,,,"1.92","0.0","0.0",,"83","71","72",,,,,,,,,,,
"USC00280907","2022-07-20",,,,,"0.00","0.0","0.0",,"90","70","70",,,,,,,,,,,
"USC00280907","2022-07-21",,,,,"0.00","0.0","0.0",,"96","70","71",,,,,,,,,,,
"USC00280907","2022-07-22",,,,,"0.00","0.0","0.0",,"94","71","72",,,,,,,,,,,
"USC00280907","2022-07-23",,,,,"0.00","0.0","0.0",,"93","70","80",,,,,,,,,,,
"USC00280907","2022-07-24",,,,,"0.00","0.0","0.0",,"95","69","79",,,,,,,,,,,
"USC00280907","2022-07-25",,,,,"0.00","0.0","0.0",,"95","73","80",,,,,,,,,,,
"USC00280907","2022-07-26",,,,,"0.12","0.0","0.0",,"85","63","64",,,,,,,,,,,
"USC00280907","2022-07-27",,,,,"0.00","0.0","0.0",,"80","58","59",,,,,,,,,,,
"USC00280907","2022-07-28",,,,,"0.01","0.0","0.0",,"87","59","70",,,,,,,,,,,
"USC00280907","2022-07-29",,,,,"0.00","0.0","0.0",,"89","70","73",,,,,,,,,,,
"USC00280907","2022-07-30",,,,,"0.00","0.0","0.0",,"84","71","71",,,,,,,,,,,
"USC00280907","2022-07-31",,,,,"0.00","0.0","0.0",,"87","60","61",,,,,,,,,,,
"USC00280907","2022-08-01",,,,,"0.14","0.0","0.0",,"87","61","66",,,,,,,,,,,
"USC00280907","2022-08-02",,,,,"0.00","0.0","0.0",,"75","66","66",,,,,,,,,,,
"USC00280907","2022-08-03",,,,,"0.00","0.0","0.0",,"91","66","68",,,,,,,,,,,
"USC00280907","2022-08-04",,,,,"0.00","0.0","0.0",,"90","65","66",,,,,,,,,,,
"USC00280907","2022-08-05",,,,,"0.00","0.0","0.0",,"94","66","76",,,,,,,,,,,
"USC00280907","2022-08-06",,,,,"0.00","0.0","0.0",,"90","71","72",,,,,,,,,,,
"USC00280907","2022-08-07",,,,,"0.00","0.0","0.0",,"92","72","77",,,,,,,,,,,
"USC00280907","2022-08-08",,,,,"0.00","0.0","0.0",,"92","77","78",,,,,,,,,,,
"USC00280907","2022-08-09",,,,,"0.00","0.0","0.0",,"94","78","79",,,,,,,,,,,
"USC00280907","2022-08-10",,,,,"0.42","0.0","0.0",,"96","68","68",,,,,,,,,,,
"USC00280907","2022-08-11",,,,,"0.00","0.0","0.0",,"87","68","70",,,,,,,,,,,
"USC00280907","2022-08-12",,,,,"0.00","0.0","0.0",,"90","68","69",,,,,,,,,,,
"USC00280907","2022-08-13",,,,,"0.00","0.0","0.0",,"84","58","65",,,,,,,,,,,
"USC00280907","2022-08-14",,,,,"0.00","0.0","0.0",,"80","55","63",,,,,,,,,,,
"USC00280907","2022-08-15",,,,,"0.00","0.0","0.0",,"84","58","59",,,,,,,,,,,
"USC00280907","2022-08-16",,,,,"0.00","0.0","0.0",,"85","58","59",,,,,,,,,,,
"USC00280907","2022-08-17",,,,,"0.00","0.0","0.0",,"84","59","60",,,,,,,,,,,
"USC00280907","2022-08-18",,,,,"0.00","0.0","0.0",,"79","59","63",,,,,,,,,,,
"USC00280907","2022-08-19",,,,,"0.00","0.0","0.0",,"86","61","61",,,,,,,,,,,
"USC00280907","2022-08-20",,,,,"0.00","0.0","0.0",,"90","61","65",,,,,,,,,,,
"USC00280907","2022-08-21",,,,,"0.00","0.0","0.0",,"91","64","65",,,,,,,,,,,
"USC00280907","2022-08-22",,,,,"0.02","0.0","0.0",,"84","65","70",,,,,,,,,,,
"USC00280907","2022-08-23",,,,,"2.25","0.0","0.0",,"75","68","69",,,,,,,,,,,
"USC00280907","2022-08-24",,,,,"0.03","0.0","0.0",,"84","63","64",,,,,,,,,,,
"USC00280907","2022-08-25",,,,,"0.00","0.0","0.0",,"88","64","64",,,,,,,,,,,
"USC00280907","2022-08-26",,,,,"0.00","0.0","0.0",,"90","64","64",,,,,,,,,,,
"USC00280907","2022-08-27",,,,,"0.00","0.0","0.0",,"88","64","70",,,,,,,,,,,
"USC00280907","2022-08-28",,,,,"0.00","0.0","0.0",,"87","69","70",,,,,,,,,,,
"USC00280907","2022-08-29",,,,,"0.00","0.0","0.0",,"82","70","72",,,,,,,,,,,
"USC00280907","2022-08-30",,,,,"0.00","0.0","0.0",,"89","70","74",,,,,,,,,,,
"USC00280907","2022-08-31",,,,,"0.07","0.0","0.0",,"90","67","67",,,,,,,,,,,
"USC00280907","2022-09-01",,,,,"0.00","0.0","0.0",,"83","59","62",,,,,,,,,,,
"USC00280907","2022-09-02",,,,,"0.00","0.0","0.0",,"84","53","56",,,,,,,,,,,
"USC00280907","2022-09-04",,,,,"0.00","0.0","0.0",,"81","61","69",,,,,,,,,,,
"US1NJMD0086","2022-03-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-03",,,,,"0.12",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-07",,,,,"0.03",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-08",,,,,"0.10",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-09",,,,,"0.03",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-10",,,,,"0.49",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-12",,,,,"0.03",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-13",,,,,"0.43",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-14",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-17",,,,,"0.04",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-18",,,,,"0.08",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-20",,,,,"0.08",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-24",,,,,"0.50",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-25",,,,,"0.32",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-26",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-27",,,,,"0.02",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-28",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-03-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-01",,,,,"0.67",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-02",,,,,"0.03",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-04",,,,,"0.19",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-05",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-06",,,,,"0.41",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-07",,,,,"0.31",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-08",,,,,"0.94",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-09",,,,,"0.06",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-10",,,,,"0.08",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-11",,,,,"0.02",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-15",,,,,"0.32",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-17",,,,,"0.11",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-19",,,,,"1.05",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-20",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-27",,,,,"0.02",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-28",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-04-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-02",,,,,"0.16",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-05",,"    2","0.12",,,,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-07",,,,,"1.26",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-08",,,,,"0.65",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-13",,,,,"0.02",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-14",,,,,"0.03",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-15",,,,,"0.28",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-17",,,,,"0.20",,,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1NJMD0086","2022-05-19",,,,,"1.20",,,,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-01",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-02",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-03",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-04",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-05",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-06",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-07",,,,,"0.04","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-08",,,,,"0.02","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-09",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-10",,,,,"0.51","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-11",,,,,"0.01","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-12",,,,,"0.02","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-13",,,,,"0.70","0.8","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-14",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-15",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-16",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-17",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-18",,,,,"0.11","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-19",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-20",,,,,"0.03","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-21",,,,,"0.01","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-22",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-23",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0048","2022-03-24",,,,,"1.33","0.0","0.0",,,,,,,,,,,,,,,
